"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.emotion.label","Approve","Reject"
"3XQ4XW3OD957J1NI0GUKO0GXE822S2","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","304SM51WA4X4UYL89BSWEDEN0KFSBC","A1RP234EJ8NH7K","Submitted","Sat Mar 14 21:08:30 PDT 2020","Sat Mar 14 21:08:36 PDT 2020","Sun Mar 15 21:08:36 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""Doin a MASSIVE Hunger Games Creative Lobby\n@Xbox @WatchMixer @Fortnite @epicgames @soullesskrow @calicoeyes4  https://t.co/HboYFoLRtT""","Pleasant"
"3XQ4XW3OD957J1NI0GUKO0GXE822S2","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","32SCWG5HIIX1BUOLL37U8SNKZZY6PQ","ARRVI6AGG4ULP","Submitted","Sat Mar 14 21:08:40 PDT 2020","Sat Mar 14 21:13:55 PDT 2020","Sun Mar 15 21:13:55 PDT 2020","","","","315","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""Doin a MASSIVE Hunger Games Creative Lobby\n@Xbox @WatchMixer @Fortnite @epicgames @soullesskrow @calicoeyes4  https://t.co/HboYFoLRtT""","Excitement"
"3XQ4XW3OD957J1NI0GUKO0GXE822S2","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","3CN4LGXD5YHH5LC8T2AYOLWI7DUY4Q","A3JC5R5HMP1XSA","Submitted","Sat Mar 14 21:07:52 PDT 2020","Sat Mar 14 21:10:51 PDT 2020","Sun Mar 15 21:10:51 PDT 2020","","","","179","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""Doin a MASSIVE Hunger Games Creative Lobby\n@Xbox @WatchMixer @Fortnite @epicgames @soullesskrow @calicoeyes4  https://t.co/HboYFoLRtT""","Fear"
"3OCZWXS7ZO0CELBFYQZHAL5E6OL5LS","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","337RC3OW06VWZZOOUJMV33UZBINVL7","A3FFZN4FO3Q789","Submitted","Sat Mar 14 21:06:48 PDT 2020","Sat Mar 14 21:10:05 PDT 2020","Sun Mar 15 21:10:05 PDT 2020","","","","197","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""\""If you kick a stone in anger","Angry"
"3OCZWXS7ZO0CELBFYQZHAL5E6OL5LS","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","3STRJBFXOXK6212H4OAFNLTZPX2TKM","A2KFULED9WP0I0","Submitted","Sat Mar 14 21:06:46 PDT 2020","Sat Mar 14 21:12:31 PDT 2020","Sun Mar 15 21:12:31 PDT 2020","","","","345","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""\""If you kick a stone in anger","Fear"
"3OCZWXS7ZO0CELBFYQZHAL5E6OL5LS","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","3WLEIWSYHPALGC7WFONM964HX3LH2E","A1RP234EJ8NH7K","Submitted","Sat Mar 14 21:07:49 PDT 2020","Sat Mar 14 21:07:54 PDT 2020","Sun Mar 15 21:07:54 PDT 2020","","","","5","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""\""If you kick a stone in anger","Angry"
"3J9UN9O9J3L7OO1EYZHSDBWVLR50J0","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","3CTOC39K38JOTJZS9072HA14LBBJ71","A3QQD8CMGDUN8X","Submitted","Sat Mar 14 21:06:43 PDT 2020","Sat Mar 14 21:09:43 PDT 2020","Sun Mar 15 21:09:43 PDT 2020","","","","180","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""How some people feel about Monday. #pissed ????????????\n#mondaymood #lol #monday #mondayblues #mondaymemes #stressed #upset  https://t.co/gvdhR9BkDT""","Surprise"
"3J9UN9O9J3L7OO1EYZHSDBWVLR50J0","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","3GA6AFUKOPHA1U3FJO1RSG993HM3HC","A3P04JZJNOYILR","Submitted","Sat Mar 14 21:07:47 PDT 2020","Sat Mar 14 21:11:47 PDT 2020","Sun Mar 15 21:11:47 PDT 2020","","","","240","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""How some people feel about Monday. #pissed ????????????\n#mondaymood #lol #monday #mondayblues #mondaymemes #stressed #upset  https://t.co/gvdhR9BkDT""","Fear"
"3J9UN9O9J3L7OO1EYZHSDBWVLR50J0","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","3NOKK93PR211RISAI7AHQ4GT2QJEEX","A30MP4LXV4MIFD","Submitted","Sat Mar 14 21:07:23 PDT 2020","Sat Mar 14 21:11:53 PDT 2020","Sun Mar 15 21:11:53 PDT 2020","","","","270","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""How some people feel about Monday. #pissed ????????????\n#mondaymood #lol #monday #mondayblues #mondaymemes #stressed #upset  https://t.co/gvdhR9BkDT""","Angry"
"3BKZLF990ZSL761C1XCA2421BZBYQP","30FTNIG7Z24JEXZFQCXJTW3B8473NV","What emotion does this text convey?","What emotion does this text convey?","emotion detection, text","$0.03","Sat Mar 14 21:05:35 PDT 2020","3","BatchId:3956178;OriginalHitTemplateId:928390866;","1200","86400","Sun Mar 15 00:05:35 PDT 2020","","","34V1S5K3GTUGJ78E4EBXM2N5UVG96Y","AZ0RAEVXDX0E4","Submitted","Sat Mar 14 21:08:34 PDT 2020","Sat Mar 14 21:17:55 PDT 2020","Sun Mar 15 21:17:55 PDT 2020","","","","561","0% (0/0)","0% (0/0)","0% (0/0)"," ""raw_tweet"": ""WE ARE NOW #LIVE !! BRINGING IN THE NEW MONTH WITH THE #RAGE \n\n#Streaming some @FortniteGame  https://t.co/xakxQ1bvJc""","happy"
