"{""id"": ""5e5c3d01e0c333e0518deae7"""," ""raw_tweet"": ""RT @ripfez: Bruised and tired of everything. \n\n#depression #onlyfans #chubby #chubbylatina #bustylatina #hugetits https://t.co/8eavJxLJid"""," ""processed_tweet"": "" bustylatina hugetits tired depresion htps 8eavjxljid chubylatina and onlyfans chuby t co ripfez \n\n rt bruised of everything"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3d25e0c333e0518deae9"""," ""raw_tweet"": ""RT @allevin18: Please help spread the word about https://t.co/XMyYSdyPzk Interviews of #men who have struggled with #depression. Sharing st """," ""processed_tweet"": "" htps co the strugled of t about xmyysdypzk word depresion with have please alevin18 spread interviews sharing st  who rt help men"""," ""label"": ""excitement""}"
"{""id"": ""5e5c3d28e0c333e0518deaeb"""," ""raw_tweet"": ""RT @allevin18: Please Retweet - #Depression is REAL. Listen to men share real stories about how debilitating it can be and gain hope needed """," ""processed_tweet"": "" retwet be about debilitating hope real can gain is depresion please neded  alevin18 stories to and how rt real share listen it men"""," ""label"": ""excitement""}"
"{""id"": ""5e5c3d34e0c333e0518deaed"""," ""raw_tweet"": ""RT @allevin18: A new episode of https://t.co/XMyYSdyPzk every other Sunday! Real #men sharing real stories of #depression and other mental """," ""processed_tweet"": "" htps co sharing a of t other xmyysdypzk mental  sunday depresion every new alevin18 stories and rt real real episode men"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c3d3ae0c333e0518deaef"""," ""raw_tweet"": ""RT @morales_ej: Dreaded Tales : A Short #Horror Story Collection\n#paranormal #psychological #fear \n#slasher #zombies #supernatural\nRead it """," ""processed_tweet"": "" it  horor zombies slasher morales ej psychological short colection\n tales dreaded a paranormal fear rt story \n supernatural\nread"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3d4ae0c333e0518deaf1"""," ""raw_tweet"": ""Online Therapy to Overcome #Anxiety and #Depression without medication https://t.co/ZUrlCFpAKA"""," ""processed_tweet"": "" without online htps to and therapy t medication overcome co anxiety depresion zurlcfpaka"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3d63e0c333e0518deaf3"""," ""raw_tweet"": ""Do not fear the unknown - that s what I keep telling myself #depression #artwork #MentalHealthMatters #Mentalhealth  https://t.co/YmRKkUrV8F"""," ""processed_tweet"": "" teling mentalhealth  unknown what i myself htps depresion do that s t co the ymrkkurv8f not mentalhealthmaters fear artwork kep"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3d6fe0c333e0518deaf5"""," ""raw_tweet"": ""RT @dwith_e:  You re feeling burnt out and discouraged but you ve made it this far and I think that s really brave.  - Unknown\n\n#quotes #an """," ""processed_tweet"": "" this burnt you ve   think an  quotes but  you re brave discouraged unknown\n\n i feling that s dwith realy far and e made rt out it"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3d6fe0c333e0518deaf7"""," ""raw_tweet"": ""When you're low and feel you can t get up remember we all fall but it s how we pick ourselves back up that counts.  https://t.co/xpdPSxaooK"""," ""processed_tweet"": "" htps co fal   when you al that but low t we remember up  get counts ourselves back it s can t up fel xpdpsxaok and you're how pick"""," ""label"": ""angry""}"
"{""id"": ""5e5c3d74e0c333e0518deaf9"""," ""raw_tweet"": ""RT @LEAD_Coalition: Please re-Tweet if you are committed to preventing #lonliness among people living with #Alzheimers disease and other fo """," ""processed_tweet"": "" living are among you lead if other fo  alzheimers people lonlines disease twet re preventing with please to coalition comited and rt"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3d92e0c333e0518deafb"""," ""raw_tweet"": ""RT @TheTrueCompton: #NationalPigDay #Pigs #Cruelty #Bacon #Ham #Pork \n\nPlease change how you see them.\n#FriendsNotFood"""," ""processed_tweet"": "" ham bacon please friendsnotfod thetruecompton pigs cruelty nationalpigday change how them rt you \n pork"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c3d92e0c333e0518deafd"""," ""raw_tweet"": ""RT @ripfez: Bruised and tired of everything. \n\n#depression #onlyfans #chubby #chubbylatina #bustylatina #hugetits https://t.co/8eavJxLJid"""," ""processed_tweet"": "" bustylatina hugetits tired depresion htps 8eavjxljid chubylatina and onlyfans chuby t co ripfez \n\n rt bruised of everything"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3d9ce0c333e0518deaff"""," ""raw_tweet"": ""Your happiness #mentalhealth #depression #anxiety #affirmations #life #peace #peaceofmind #musings #love #life  https://t.co/aDzFQzydzg"""," ""processed_tweet"": "" life  afirmations love htps depresion mentalhealth your adzfqzydzg t co anxiety musings peace hapines life peaceofmind"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3da1e0c333e0518deb01"""," ""raw_tweet"": ""RT @NLmusictherapy: Let's talk music therapy! Our latest blog post has some surprising #musictherapy facts... #worldmusictherapyday #mental """," ""processed_tweet"": "" facts post music talk worldmusictherapyday let's some surprising therapy nlmusictherapy latest our rt has mental  blog musictherapy"""," ""label"": ""angry""}"
"{""id"": ""5e5c3dc1e0c333e0518deb03"""," ""raw_tweet"": ""RT @Ranal55: By choosing to believe  we choose to not be afraid.\n\n#quote #belief #choices #fear #SundaySpirit https://t.co/LZzJ9x6tj2"""," ""processed_tweet"": "" by choosing to believe  we choose to not be afraid."""," ""label"": ""surprise""}"
"{""id"": ""5e5c3dc3e0c333e0518deb05"""," ""raw_tweet"": ""@RosaBrighid I m having a bit of a #mentalhealth meltdown. I haven t recovered from the 2 weeks I spent on suicide  https://t.co/E7mS0HWwo9"""," ""processed_tweet"": ""i m a  recovered htps haven t having co the 2 of spent t weks meltdown e7ms0hwwo9 i mentalhealth on rosabrighid from suicide  bit"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3dc7e0c333e0518deb07"""," ""raw_tweet"": ""RT @hellothayre: Depression is feeling lonely but not wanting company. It s ignoring phone calls and text from family and friends. It s sta """," ""processed_tweet"": "" ignoring helothayre cals company friends wanting but phone family feling it s text is depresion lonely from and not rt sta """," ""label"": ""surprise""}"
"{""id"": ""5e5c3df1e0c333e0518deb09"""," ""raw_tweet"": ""RT @CounsellorsCafe: It s Not Always Depression  Sometimes it s Shame\n#shame #depression #therapy #counselling @HilaryJHendel https://t.co/ """," ""processed_tweet"": "" shame\n hilaryjhendel depresion not counseling htps depresion t co it s it s therapy counselorscafe shame   rt sometimes always"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c3df6e0c333e0518deb0b"""," ""raw_tweet"": ""RT @morales_ej: Dreaded Tales : A Short #Horror Story Collection\n#paranormal #psychological #fear \n#slasher #zombies #supernatural\nRead it """," ""processed_tweet"": "" it  horor zombies slasher morales ej psychological short colection\n tales dreaded a paranormal fear rt story \n supernatural\nread"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3dfde0c333e0518deb0d"""," ""raw_tweet"": ""I recently wrote a blog post about mental health and how it is affected by your other half more than you think  wit  https://t.co/KhPayeEWl0"""," ""processed_tweet"": ""a  wrote htps co than recently you blog think  khpayeewl0 t other your about half i mental is post and wit  afected how by health more it"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c3dfde0c333e0518deb0f"""," ""raw_tweet"": ""SOUL CONNECTIONS [POWERFUL GUIDED MEDITATION] {Meditate With Gina} https://t.co/ZTb7dF25ZL via @YouTube  https://t.co/equTK8s4Uk"""," ""processed_tweet"": "" meditate equtk8s4uk with meditation] htps guided ztb7df25zl conections t co via gina soul youtube  powerful"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3dffe0c333e0518deb11"""," ""raw_tweet"": ""Do you listen? How is hope related to listening? Do you place God in a box?  \n\nDay 32: Journey to Find Hope  https://t.co/3Op6vTUBuh"""," ""processed_tweet"": "" in a 32 box htps co related \n\nday you do t find how god hope is listen journey 3op6vtubuh place listening to hope """," ""label"": ""surprise""}"
"{""id"": ""5e5c3e26e0c333e0518deb13"""," ""raw_tweet"": ""Thank you @GoodMenProject once again for publishing yet another episode https://t.co/Qjn5mK7700 Interviews of #men  https://t.co/mqtRPg4CG8"""," ""processed_tweet"": "" thank you good men project once again for publishing yet another episode"""," ""label"": ""angry""}"
"{""id"": ""5e5c3e36e0c333e0518deb15"""," ""raw_tweet"": ""RT @UBCDeanEduc: Canada Guidelines list physical activity as a front-line treatment for #depression. @GuyFaulkner is helping bridge the gap """," ""processed_tweet"": "" as a front the activity guidelines gap  canada depresion list bridge ubcdeaneduc is helping line guyfaulkner treatment rt for physical"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c3e48e0c333e0518deb17"""," ""raw_tweet"": ""The Difference Between #Worry  #Stress and #Anxiety https://t.co/7gXdLt1yn2"""," ""processed_tweet"": "" stres wory the  diference worry  stress betwen anxiety"""," ""label"": ""excitement""}"
"{""id"": ""5e5c3e4de0c333e0518deb19"""," ""raw_tweet"": ""May we ALL decide to take on #Christ #Jesus' Spirit of compassion for ALL. By His stripes YES there still is #HOPE  https://t.co/bKnlqMjOJJ"""," ""processed_tweet"": "" htps bknlqmjoj co stripes al of christ by t compasion we decide jesus' on yes take is may to spirit there hope  his for stil"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3e56e0c333e0518deb1b"""," ""raw_tweet"": ""RT @DulleyTopBooks: May we ALL decide to take on #Christ #Jesus' Spirit of compassion for ALL. By His stripes YES there still is #HOPE for """," ""processed_tweet"": "" for  hope stripes al of christ by compasion we decide jesus on yes take may is duleytopboks to spirit there his rt for stil"""," ""label"": ""angry""}"
"{""id"": ""5e5c3e5ae0c333e0518deb1d"""," ""raw_tweet"": ""I honestly use to think it was ridiculous how much #anxiety I have on Sundays that I do not even want to leave my r  https://t.co/u2Lct2cPCw"""," ""processed_tweet"": "" htps co honestly sundays leave think that even t u2lct2cpcw much i do want on my use anxiety have to ridiculous how not was r  it"""," ""label"": ""surprise""}"
"{""id"": ""5e5c3e60e0c333e0518deb1f"""," ""raw_tweet"": ""RT @FinishALS: If you know anyone who has a parent affected by ALS - point them towards the millennials against ALS. ????????they can take action """," ""processed_tweet"": "" a milenials towards the point you parent also they know can them against take has finishals anyone afected by who rt if action """," ""label"": ""pleasant""}"
"{""id"": ""5e5c3e6de0c333e0518deb21"""," ""raw_tweet"": ""RT @DarkUnknownGame: Looking for a #survival #horror while waiting for #ResidentEvil3Remake? Enjoy it????\nhttps://t.co/txaL141VuE\n#survivalhor """," ""processed_tweet"": "" a it????\nhtps loking txal141vue\n enjoy darkunknowngame t co survivalhor  survival residentevil3remake horor rt for waiting while"""," ""label"": ""pleasant""}"
