"{""id"": ""5e5c4cb1e0c333e0518dec77"""," ""raw_tweet"": ""RT @LarAtLarian: Happy to see Pathfinder is doing so well - those are some impressive numbers. Be sure to check it out! https://t.co/5ZzA5w?€?"""," ""processed_tweet"": "" happy to see pathfinder is doing so well those are some impressive numbers be sure to check it out"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c4ff8e0c333e0518dec79"""," ""raw_tweet"": ""Doin a MASSIVE Hunger Games Creative Lobby\n@Xbox @WatchMixer @Fortnite @epicgames @soullesskrow @calicoeyes4?€? https://t.co/HboYFoLRtT"""," ""processed_tweet"": ""a masive  souleskrow hboyfolrtt xbox htps epicgames fortnite games t co loby"""," ""label"": ""angry""}"
"{""id"": ""5e5c5b16e0c333e0518dec7b"""," ""raw_tweet"": ""RT @realTT2020: @willemgroeneve6 @blogJAM_net @9NEWS @KyleClark @POTUS @ACLUofColorado @DenverPolice @TrumpWarRoom @DevinNunes @RealErinCru?€?"""," ""processed_tweet"": "" 9news blogjam kyleclark acluofcolorado potus wilemgroeneve6 trumpwarrom devinnunes realerincru"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c5b16e0c333e0518dec7d"""," ""raw_tweet"": ""RT @chrisgallop: This one act shows you how a lacrosse coach can make a player feel at home. Adam @galzy20 is the only Canadian on the team?€?"""," ""processed_tweet"": "" this one act shows you how a lacrosse coach can make a player feel at home"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c5b16e0c333e0518dec7f"""," ""raw_tweet"": ""\""If you kick a stone in anger"," ""processed_tweet"": ""kick stone in anger"," ""label"": ""angry""}"
"{""id"": ""5e5c5b16e0c333e0518dec81"""," ""raw_tweet"": ""RT @inside_conflict: Hooked into your clients' emotions? Try raising your eyebrows according to this article from @imassoc. Do you have oth?€?"""," ""processed_tweet"": "" try this clients you inside into oth emotions do your hoked conflict imasoc acording have to article from raising rt eyebrows"""," ""label"": ""excitement""}"
"{""id"": ""5e5c5b16e0c333e0518dec83"""," ""raw_tweet"": ""RT @MinionakaAzriel: Doin a MASSIVE Hunger Games Creative Lobby\n@Xbox @WatchMixer @Fortnite @epicgames @soullesskrow @calicoeyes4 @Socalswe?€?"""," ""processed_tweet"": "" minionakaazriel a souleskrow xbox calicoeyes4 epicgames fortnite games socalswe?€? loby\n masive rt creative hunger watchmixer doin"""," ""label"": ""surprise""}"
"{""id"": ""5e5c5b16e0c333e0518dec85"""," ""raw_tweet"": ""I've been working on my anger a lot and wanted to share with everyone some passages I think we all can use. \n#anger?€? https://t.co/HfMEMEUUZ7"""," ""processed_tweet"": ""i ve been working on my anger a lot and wanted to share with everyone some passages i think we all can use."""," ""label"": ""pleasant""}"
"{""id"": ""5e5c5b16e0c333e0518dec87"""," ""raw_tweet"": ""@roarwithkk #ROAR Such a good listen. Such good friends and women warriors! ??????????????"""," ""processed_tweet"": "" a friends god and such wariors roar listen ?????????????? roarwithk women"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c5b16e0c333e0518dec89"""," ""raw_tweet"": ""RT @DWThomas5: @thomaskaine5 @realDonaldTrump @prioritiesUSA\n@DNCWarRoom @TheDemCoalition @MikeBloomberg @TomSteyer \nHey #Jenius\nU MAD BRO??€?"""," ""processed_tweet"": "" thedemcoalition tomsteyer dncwarrom thomaskaine5 dwthomas5 prioritiesusa\n jenius\nu realdonaldtrump mikeblomberg ?€? rt \nhey bro mad"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c5b16e0c333e0518dec8b"""," ""raw_tweet"": ""RT @KonstantinRMS: The \""#Liberals #Reading #Trump's #Tweets vs. #Conservatives Reading Trump's Tweets\"" #Meme\n#memes #humor #comedy #funny #?€?"""," ""processed_tweet"": "" trumps humor comedy the konstantinrms vs funy ?€? conservatives rt liberals twets memes reading meme\n"""," ""label"": ""excitement""}"
"{""id"": ""5e5c5b16e0c333e0518dec8d"""," ""raw_tweet"": ""This gorgeous photo is by alicia rowley photography\nBtw by sword says RAGE in runes\n.\n.\n.\n#critter #criticalrole?€? https://t.co/fILR6We22y"""," ""processed_tweet"": "" this gorgeous criter htps co this photo says sword filr6we22y t photography\nbtw alicia rage rowley is runes\n by criticalrole?€?"""," ""label"": ""surprise""}"
"{""id"": ""5e5c5b16e0c333e0518dec8f"""," ""raw_tweet"": ""RT @AgentBarton13: This gorgeous photo is by alicia rowley photography\nBtw by sword says RAGE in runes\n.\n.\n.\n#critter #criticalrole #dungeo?€?"""," ""processed_tweet"": "" photo says in dungeo?€? gorgeous sword criter agentbarton13 rage runes\n rowley by photography\nbtw criticalrole is rt alicia \n this"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c5b16e0c333e0518dec91"""," ""raw_tweet"": ""RT @FCHSTigers: A Tiger #ROAR to @FCHSTigers @faycotigerband Winter Guard. They competed in the WGI Regional Competition finals today exemp?€?"""," ""processed_tweet"": "" in regional guard fchstigers to wgi competition exemp?€? tiger faycotigerband the finals today a roar rt competed winter they"""," ""label"": ""surprise""}"
"{""id"": ""5e5c5b16e0c333e0518dec93"""," ""raw_tweet"": ""Last night I went to see a production of The Vagina Monologues that benefitted S.O.F.I.A. -- an organization in Mon?€? https://t.co/iiSzvgfLGF"""," ""processed_tweet"": ""a  in htps production monologues co s a organization f of night mon?€? that an o last t went i se the vagina to iszvgflgf benefited"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c5b16e0c333e0518dec95"""," ""raw_tweet"": ""Another construction and painting from 2008. A bit more aggression in this one #older #funnier #angry #hangry https://t.co/dDNzM30cGN"""," ""processed_tweet"": "" another agresion hangry one from and 2008 bit more aggression in this one more painting bit"""," ""label"": ""surprise""}"
"{""id"": ""5e5c5b16e0c333e0518dec97"""," ""raw_tweet"": ""How some people feel about Monday. #pissed ????????????\n#mondaymood #lol #monday #mondayblues #mondaymemes #stressed #upset?€? https://t.co/gvdhR9BkDT"""," ""processed_tweet"": "" how some people feel about monday mondaymemes monday some lol t co about upset?€? mondaymod gvdhr9bkdt"""," ""label"": ""angry""}"
"{""id"": ""5e5c5b16e0c333e0518dec99"""," ""raw_tweet"": ""RT @GenSilverWriter: Last night I went to see a production of The Vagina Monologues that benefitted S.O.F.I.A. -- an organization in Montcl?€?"""," ""processed_tweet"": "" a in production monologues s a organization f of night gensilverwriter that an o last went i se the montcl?€? vagina to rt benefited"""," ""label"": ""pleasant""}"
"{""id"": ""5e5c5b16e0c333e0518dec9b"""," ""raw_tweet"": ""!!!MASSIVE PARTY!!! https://t.co/brXrYGMDaX.jvdcrazy #RAVE #RAGE #CRAZY #TRANCE #EDM #ELECTRO"""," ""processed_tweet"": "" electro htps crazy party rage t co rave edm brxrygmdax jvdcrazy masive trance"""," ""label"": ""excitement""}"
"{""id"": ""5e5c5b53e0c333e0518dec9d"""," ""raw_tweet"": ""RT @justbecool21: #kola fans got so disrespected by @YandR_CBS #angry https://t.co/kqacnwUzmw"""," ""processed_tweet"": "" disrespected yandr htps kola got so justbecol21 t co by kqacnwuzmw fans rt angry cbs"""," ""label"": ""surprise""}"
"{""id"": ""5e5c5ba5e0c333e0518dec9f"""," ""raw_tweet"": ""WE ARE NOW #LIVE !! BRINGING IN THE NEW MONTH WITH THE #RAGE \n\n#Streaming some @FortniteGame?€? https://t.co/xakxQ1bvJc"""," ""processed_tweet"": "" now fortnitegame  htps are streaming xakxq1bvjc we rage t some in new bringing co the live \n\n with month"""," ""label"": ""angry""}"
